80.8	83	79.8	82.3
80.9	83.1	79.7	82.2
80.8	83	79.6	82.3
80.9	83.1	79.7	82.4
80.8	83	79.6	82.3
80.9	83.1	79.7	82.4
80.8	83	79.6	82.3
80.7	82.9	79.7	82.5
80.8	83	79.6	82.4
80.7	83.1	79.7	82.5
80.8	83.2	79.6	82.3
80.9	83.1	79.5	82.4
80.8	83.2	79.6	82.3
80.9	83.1	79.5	82.4
80.8	83.2	79.6	82.3
80.9	83.1	79.5	82.4
81	83.2	79.6	82.3
80.9	83	79.5	82.4
80.8	83.1	79.6	82.3
80.9	83.2	79.5	82.4
81	83.3	79.6	82.3
80.9	83.2	79.5	82.4
80.8	83.3	79.4	82.3
80.9	83.1	79.5	82.4
81	83.2	79.4	82.3
80.9	83.1	79.5	82.4
81	83.2	79.4	82.3
80.9	83.3	79.5	82.2
81	83.2	79.4	82.3
80.9	83.3	79.5	82.2
81	83.4	79.4	82.3
80.9	83.3	79.3	82.2
80.8	83.4	79.4	82.3
80.9	83.3	79.3	82.2
80.8	83.4	79.4	82.1
80.9	83.3	79.3	82.2
81	83.4	79.2	82.1
80.9	83.3	79.3	82.2
81	83.4	79.2	82.1
80.9	83.5	79.3	82.2
81	83.4	79.2	82.1
80.9	83.5	79.1	82.2
81	83.4	79.2	82.1
80.9	83.3	79.1	82.2
81	83.4	79.2	82.1
80.9	83.3	79.1	82.2
81	83.4	79	82.1
80.9	83.5	79.1	82.2
81	83.4	79	82.1
80.9	83.5	79.1	82
81	83.4	79	82.1
80.9	83.5	78.9	82
81	83.7	79	82.1
80.9	83.5	78.9	82
81	83.7	79	82.1
80.9	83.5	78.9	82
81	83.7	79	82.1
80.9	83.5	78.9	82
81	83.7	79	82.1
80.9	83.8	78.9	82
81	83.9	78.8	82.1
80.9	83.8	78.9	82
81	83.7	78.8	82.1
80.9	83.8	78.9	82
80.8	83.7	78.8	82.1
80.9	83.8	78.7	82
80.8	83.7	78.8	82.1
80.9	83.8	78.7	82
80.8	83.9	78.8	82.1
80.9	84	78.7	82
80.8	83.9	78.6	82.1
80.7	83.8	78.7	82
80.8	83.9	78.6	82.1
80.7	83.8	78.5	82
80.8	83.7	78.6	82.1
80.7	83.9	78.5	82
80.8	84	78.6	82.1
80.7	84.1	78.5	82
80.8	84	78.6	82.1
80.7	84.1	78.5	82
80.6	83.9	78.6	82.1
80.7	83.8	78.5	82
80.6	83.9	78.4	82.1
80.5	83.8	78.5	82
80.7	83.7	78.4	81.9
80.6	83.5	78.5	82
80.7	83.4	78.4	82.2
80.6	83.5	78.5	82
80.5	83.4	78.4	81.9
80.6	83.3	78.5	82
80.5	83.2	78.4	81.9
80.4	83.3	78.3	82
80.5	83.2	78.4	81.9
80.4	83.3	78.3	82
80.5	83.2	78.4	81.9
80.4	83.3	78.3	82
80.5	83.2	78.4	81.9
80.4	83.1	78.3	82
80.5	83.2	78.4	81.9
80.4	83.1	78.3	82
80.5	83.2	78.4	81.9
80.4	83.1	78.3	82
80.3	83.2	79.1	81.9
80.4	83.1	78.1	82
80.3	83.2	78.2	81.9
80.4	83.1	82.7	82
80.3	83.3	77.9	81.9
80.4	83.2	78.2	82
80.3	83.3	78.1	81.9
80.4	83.2	78.2	82
80.3	83.3	78.3	81.9
80.2	83.2	78.2	82
80.3	83.1	78.3	81.9
80.2	83.2	78.2	82
80.3	83.1	78.1	81.9
80.2	83.2	78.2	82
80.3	83.1	78.1	81.9
80.2	83.2	78.2	82
80.3	83.1	78.1	81.9
80.2	83.2	78.2	82
80.3	83.1	78.1	81.9
80.2	83.2	78.2	82
80.3	83.1	78.1	81.9
80.2	83.2	78.2	82
80.3	83.1	78.1	82.1
80.2	83.2	78.2	82
80.1	83.3	78.1	82.1
80.2	83.1	78.2	81.9
80.1	83.2	78.1	82
80.2	83.1	78.2	78
80.1	83.2	78.1	78.1
80	83.1	78	78.2
80.1	83.2	78.1	78.3
80	83.1	78	78.2
80.1	83.2	78.1	78.3
80.2	83.3	78	78.2
80.1	83.4	78.1	78.3
80.2	83.3	78	78.2
80.1	83.2	78.1	78.3
80.2	83.3	78	78.4
80.1	83.2	78.1	78.3
80	83.4	78	78.4
80.1	83.3	78.1	78.3
80	83.4	78	78
80.1	83.3	78.1	78.1
80	83.4	78	78
80.1	83.3	78.1	78.1
80	83.2	78	78.2
80.1	83.3	78.1	78.1
80	83.4	78	78.2
80.1	83.3	78.1	78.1
80	83.4	78	78.2
80.1	83.2	77.9	78.1
80	83.3	78	78.2
80.1	83.2	77.9	78.1
80	83.3	78	78.2
79.9	83.4	77.9	78.3
80	83.3	78	78.2
79.9	83.4	77.9	78.3
79.8	83.3	78	78.2
79.9	83.4	77.9	78.3
80	83.3	78	78.2
79.9	83.4	77.9	78.3
80	83.3	78	78.4
79.9	83.4	77.9	78.3
79.8	83.5	78	78.4
79.9	83.3	77.9	78.5
79.8	83.4	78	78.4
79.7	83.3	77.9	78.5
79.8	83.4	78	78.4
79.7	83.5	77.9	78.5
79.8	83.4	78	78.6
79.7	83.5	77.9	78.5
79.8	83.4	78	78.4
79.9	83.5	77.9	78.5
79.8	83.4	78	78.4
79.9	83.5	77.9	78.5
79.8	83.4	78	78.6
79.7	83.5	77.9	78.7
79.8	83.4	78	78.6
79.7	83.5	77.9	78.7
79.8	83.4	77.8	78.6
79.7	83.7	77.9	78.7
79.8	83.5	78	78.8
79.7	83.7	77.9	78.7
79.8	83.5	77.8	78.6
79.7	83.7	77.9	78.7
79.8	83.5	77.8	78.6
79.6	83.7	77.9	78.7
79.7	83.5	77.8	78.6
79.6	83.7	77.9	78.7
79.7	83.5	77.8	78.8
79.6	78	77.9	78.7
79.5	78.1	77.8	78.8
79.6	78.2	77.9	78.9
79.7	78.1	77.8	78.8
79.6	78	77.9	78.9
79.7	78.1	78	78.8
79.6	78.2	77.9	78.9
79.5	78.1	78	78.8
79.6	78	77.9	78.9
79.5	77.9	78	78.8
79.6	78	77.9	78.9
79.5	77.9	77.8	78.8
79.6	78	77.9	78.9
79.5	78.1	77.8	78.8
79.6	78	77.9	78.9
79.5	78.1	77.8	79
79.6	78	77.9	78.9
79.5	78.1	78	79
79.6	78.2	77.7	78.9
79.5	78.1	77.6	79
79.4	78	77.5	78.9
79.3	78.1	77.4	79
79.5	78.2	77.3	78.9
79.4	78.1	77.2	79
79.5	78	77.1	78.9
79.4	78.1	77	79
79.5	78.2	76.9	78.9
79.4	78.1	77	79
79.5	78.3	76.9	78.9
79.3	78.1	76.8	79
79.4	78.2	76.7	78.9
79.3	78.1	76.8	79
79.4	78.2	76.9	78.9
79.3	78.1	76.8	79
79.4	78.2	76.7	78.9
79.3	78.1	76.6	79
79.4	78.2	76.7	79.1
79.3	78.3	78	79
79.4	78.2	77.9	79.1
79.3	78.3	78	79
79.4	78.2	77.9	79.1
79.3	78.3	78	79
79.4	78.1	77.9	79.1
79.3	78.2	77.8	79
79.4	78.3	77.9	79.1
79.3	78.2	78	79
78	78.3	77.9	79.1
77.7	78.2	78	79
77.8	78.3	77.9	79.1
77.9	78.4	77.8	79.2
77.8	78.3	77.9	79.1
77.7	78.4	77.8	79
77.8	78.3	77.9	79.1
77.7	78.4	78	79
77.9	78.3	77.9	79.1
78	78.4	78	79
77.9	78.3	77.9	79.2
77.8	78.4	77.8	79
77.9	78.3	77.9	77.8
77.8	78.4	77.8	77
77.9	78.3	77.7	77.3
77.8	78.4	77.8	76.5
77.9	78.5	77.9	77
77.8	78.4	77.7	76.4
77.7	78.5	77.8	76.5
77.8	78.4	77.7	77.4
77.7	78.5	77.8	77
77.9	78.4	77.9	77.2
77.8	78.5	77.8	77
77.7	78.4	77.9	77.5
77.8	78.5	77.8	77.4
77.7	78.6	77.7	77.7
77.8	78.5	77.8	77.3
77.7	78.6	77.7	77.9
77.8	78.5	77.8	77.5
77.6	78.6	77.7	77.8
77.7	78.5	77.8	77.9
77.6	78.6	77.9	77.7
77.7	78.7	77.8	77.9
77.6	78.6	77.9	78
77.7	78.5	77.8	77.8
77.6	78.6	77.9	77.9
77.7	78.5	77.8	77.7
77.6	78.6	77.9	77.1
77.7	78.5	77.8	77
77.6	78.6	77.7	77.1
77.7	78.5	77.8	77.6
77.6	78.6	77.7	77.9
77.7	78.5	77.8	77.3
77.6	78.6	77.9	58.8
77.5	78.5	77.8	59.8
77.6	78.6	77.9	60.4
77.5	78.5	77.7	60.6
77.6	78.6	77.8	60.5
77.5	78.7	77.7	60.4
77.6	78.8	77.8	60.5
77.7	78.7	77.7	60.2
77.6	78.6	77.8	59.9
77.5	78.2	77.7	59.8
77.6	77.6	77.8	59.5
77.5	77	77.7	59.4
77.6	76.3	77.8	59.1
77.5	78	77.7	58.7
77.6	78.1	77.8	58.5
77.5	78.2	77.7	58.2
77.6	78.1	77.8	57.9
77.5	78.2	77.9	57.6
77.6	78.1	77.8	57.3
77.5	78	77.7	56.9
77.4	78.1	77.8	56.7
77.5	78	77.7	56.4
77.4	78.1	77.8	56
77.5	78	77.7	55.8
77.4	78.2	77.8	55.5
77.5	78.1	77.7	55.2
77.4	78.2	77.8	55
77.5	78.1	77.7	54.7
77.4	78.2	77.8	54.3
77.5	78.1	77.7	53.9
77.4	78.2	77.8	53.5
77.5	77.9	77.7	53.1
77.4	78.1	77.8	52.6
77.3	78	77.7	52.3
77.4	78.7	77.8	51.8
77.3	76.8	77.7	51.5
77.4	76	77.8	51.1
77.3	75.6	77.9	50.7
77.4	75.3	77.8	50.4
77.3	75.4	77.7	50
77.4	75.6	77.8	49.7
77.3	74.7	77.7	49.5
77.4	71.9	77.8	49.1
77.3	57.1	77.7	48.9
77.4	57.9	77.8	48.5
77.3	58.8	77.7	48.1
77.4	59.3	77.8	48
77.3	59.5	77.7	47.6
77.4	59.7	77.8	47.4
77.3	59.8	77.7	47.1
77.4	60.1	77.8	46.9
77.3	60.2	77.7	46.6
77.4	60.5	77.8	46.4
77.3	60.7	77.7	46.2
77.4	60.9	77.8	45.9
77.3	61.2	77.7	45.6
77.1	61.3	77.8	45.4
77.2	61.6	77.7	45.3
77.1	61.9	77.8	45.2
77.2	62.1	77.7	45
77.3	62.4	77.8	44.7
77.2	62.6	77.7	44.5
77.3	62.9	77.8	44.4
77.2	63	77.7	44.2
77.3	63.3	77.8	43.7
77.2	63.6	77.7	43.6
77.3	63.7	77.8	43.3
77.1	64	77.7	43
77.2	64.2	77.8	42.8
77.3	64.3	77.9	42.6
77.2	64.6	77.8	42.4
77.3	64.9	77.9	42.2
77.2	65	77.8	42.1
77.3	64.8	77.7	41.9
77.2	64.6	77.8	41.8
77.1	64.4	77.7	41.7
77.2	64.1	77.8	41.5
77.1	64	77.7	41.4
77	63.8	77.8	41.2
77.1	63.6	77.7	41
77	63.5	77.8	40.9
76.6	63.2	77.7	40.7
78.3	63	77.8	40.5
76.9	62.8	77.7	40.4
76.8	62.7	77.8	40.2
76.6	62.6	77.7	40.1
76.1	62.4	77.8	40
76.2	62.3	77.7	39.9
75.9	62.2	77.8	39.7
76.2	62.1	78	39.6
76.1	61.9	77.9	39.4
75.7	61.8	77.8	39.2
75.9	61.6	77.7	39.1
75.8	61.5	77.8	38.8
75.7	61.3	77.7	38.7
75.3	61.2	77.8	38.5
76	61	77.7	38.4
76.3	60.9	77.9	38.3
76	60.8	77.8	38.2
76.1	60.6	77.7	38
75.9	60.4	77.8	37.9
75.2	60.3	77.7	37.8
74.7	60.1	77.8	37.6
75.2	59.9	77.7	37.4
74.8	59.7	77.8	37.3
75.2	59.6	77.7	37.2
75.1	59.4	77.8	37.1
75.4	59.2	77.7	37
74.7	59.1	77.8	36.9
74.2	58.9	77.7	36.8
74.8	58.8	77.8	36.5
74.5	58.7	77.7	36.3
74.9	58.5	77.8	36.1
75	58.3	75.7	35.9
74.3	58.2	77.5	35.7
75	58	76.9	35.5
75.2	57.7	76.5	35.3
75.9	57.6	76.3	35
76	57.4	76.5	34.8
75.8	57.3	76	34.7
75.5	57.1	76.4	34.6
75.6	57	76.3	34.5
75.3	56.8	76.2	34.3
75.5	56.6	77	34.1
75.4	56.5	75.9	33.9
75.5	56.3	75.6	33.7
74.6	56.2	75.7	33.4
60.2	56.1	76	33.3
60.6	55.9	75.7	33.1
61	55.8	76.3	33
61.1	55.6	76.8	32.9
61	55.4	76.5	32.7
60.9	55.2	76.6	32.5
60.8	55.1	76.9	32.4
60.7	54.9	77	32.2
60.6	54.8	76.9	32.1
60.5	54.6	76.8	31.9
60.3	54.5	77.1	31.8
60.1	54.3	77	31.6
59.9	54.2	76	31.5
59.7	53.9	65.6	31.3
59.5	53.8	59.4	31.2
59.2	53.6	59.6	31
59	53.4	60.4	30.9
58.8	53.3	61.1	30.7
58.3	53.2	61.7	30.6
58.1	53.1	62.3	30.5
57.8	53	62.8	30.4
57.4	52.9	63.5	30.3
57.1	52.7	64.2	30.2
56.7	52.5	64.7	30
56.3	52.4	65.2	29.9
55.9	52.2	65.8	29.8
55.5	52.1	66.3	29.6
55.1	52	66.8	29.4
54.7	51.9	67.3	29.5
54.2	51.8	67.7	29.7
53.8	51.7	68.1	29.2
53.3	51.6	68.5	29.3
52.8	51.5	69	29.2
52.2	51.4	69.3	29.1
51.6	51.2	69.6	29
50.9	51	69.9	28.9
50.2	50.9	70.2	28.7
49.5	50.8	70.5	28.8
48.9	50.7	70.9	28.7
48.3	50.6	71.1	28.6
47.6	50.5	71.3	28.5
46.9	50.4	71.6	28.4
46.3	50.3	71.9	28.3
45.6	50.2	72	28.4
45	50.1	72.3	28.3
44.5	50	72.5	28.4
43.9	49.9	72.7	28.5
43.3	49.8	72.9	28.4
42.7	49.6	73	28.5
42.1	49.5	73.2	28.6
41.5	49.3	73.3	28.5
41	49.2	73.5	28.6
40.4	49.1	73.2	28.7
40	49	73.1	28.8
39.4	48.9	72.9	28.7
38.8	48.8	72.7	28.6
38.3	48.6	72.5	28.5
37.8	48.4	72.4	28.6
37.3	48.3	72.2	28.5
36.8	48.2	72.1	28.6
36.4	48.1	72	28.7
35.9	48	71.9	28.8
35.4	47.9	71.7	28.9
34.9	47.8	71.6	29.1
34.4	47.7	71.5	29.2
33.9	47.6	71.3	29.4
33.4	47.5	71	29.5
32.9	47.4	70.7	29.6
32.5	47.3	70.6	29.7
31.9	47.2	70.5	29.8
31.5	47.1	70.3	29.9
31.1	47	70.2	30
30.6	46.9	70	30.1
30.2	46.8	69.9	30.3
29.9	46.6	69.7	30.4
29.4	46.5	69.6	30.5
29	46.4	69.5	30.6
28.6	46.3	69.3	30.8
28.2	46.1	69.2	30.9
27.8	46	69	31
27.4	45.9	68.9	31.2
27	45.8	68.8	31.3
26.7	45.7	68.5	31.4
26.4	45.6	68.3	31.6
26	45.5	68.2	31.7
25.6	45.4	68.1	31.9
25.2	45.3	68	32
24.9	45.2	67.8	32.1
24.6	45.1	67.7	32.2
24.3	45	67.6	32.3
23.9	44.8	67.5	32.5
23.6	44.7	67.3	32.6
23.3	44.6	67.2	32.7
23	44.5	67	32.9
22.7	44.3	66.9	32.8
22.4	44.2	66.8	32.9
22	44	66.7	33
21.8	43.8	66.5	33.1
21.5	43.7	66.4	33.2
21.2	43.5	66.3	33.3
20.9	43.4	66.2	33.4
20.6	43.2	66.1	33.3
20.3	43.1	65.9	33.4
20.1	43.2	65.8	33.5
19.8	43.3	65.7	33.4
19.6	43.4	65.6	33.5
19.4	43.2	65.4	33.6
19.2	43.1	65.3	33.7
18.9	43	65.1	33.6
18.6	42.8	65	33.7
18.3	42.7	64.9	33.8
18.1	42.6	64.8	33.7
17.9	42.5	64.6	33.8
17.7	42.6	64.3	33.9
17.4	42.5	64.2	33.8
17.2	42.4	64	33.9
16.9	42.2	63.9	33.8
16.7	42.1	63.8	33.9
16.5	42	63.6	33.8
16.3	42.1	63.5	33.9
16.1	42	63.4	33.8
15.9	41.9	63.3	33.9
15.7	41.8	63.1	33.8
15.4	41.7	63	33.7
15.2	41.6	62.9	33.6
15	41.5	62.8	33.5
14.8	41.6	62.6	33.4
14.5	41.5	62.4	33.3
14.3	41.4	62.2	33.2
14.2	41.5	62	33.1
13.9	41.6	61.9	33
13.7	41.7	61.8	32.9
13.5	41.8	61.7	32.7
13.3	41.6	61.6	32.6
13.1	41.5	61.5	32.5
12.9	41.4	61.3	32.3
12.7	41.3	61.2	32.2
12.6	41.2	61	32.1
12.5	41.1	60.9	32
12.3	41	60.8	31.9
12.1	41.1	60.7	32
11.9	41.2	60.5	32.1
11.8	41.3	60.4	32.2
11.6	41.2	60.3	32.3
11.5	41.1	60.2	32.4
11.3	41	60.1	32.5
11.1	40.9	60	32.6
11	41	59.9	32.5
10.9	40.9	59.8	32.6
10.6	40.8	59.7	32.5
10.5	40.7	59.6	32.6
10.4	40.6	59.4	32.5
10.2	40.5	59.3	32.6
10.1	40.4	59.2	32.5
10	40.5	59.1	32.6
9.9	40.4	59	32.5
9.7	40.3	58.9	32.6
9.6	40.2	58.6	32.7
9.4	40.1	58.5	32.8
9.3	40	58.4	32.9
9.2	39.9	58.2	32.8
9	39.7	58.1	32.9
8.9	39.5	58	33
8.8	39.6	57.8	32.9
8.7	39.5	57.6	32.8
8.6	39.4	57.5	32.7
8.5	39.2	57.3	32.8
8.3	39.1	57.2	32.7
8.2	39	57.1	32.8
8	38.9	57	32.7
7.9	38.8	56.8	32.6
7.8	38.7	56.9	32.5
7.7	38.8	56.8	32.6
7.6	38.6	56.7	32.7
7.5	38.5	56.4	32.8
7.4	38.4	56.3	32.9
7.3	38.5	55.1	33
7.2	38.4	56.3	33.1
7.1	38.5	55.9	33
7	38.4	55.8	32.9
6.9	38.2	55.5	32.8
6.8	38.1	55.7	32.9
6.7	38	55.5	32.8
6.6	38.1	55.4	32.9
6.5	37.9	55.3	32.8
6.3	37.8	55.2	32.9
6.2	37.6	55.1	33
6.1	37.4	54.8	32.9
6	37.6	54.9	33
5.9	37.7	54.8	32.9
5.8	37.8	54.7	33
5.7	37.9	54.5	32.9
5.8	37.8	54.3	33
5.7	37.7	54.2	32.9
5.8	37.6	54.1	32.8
4.7	37.5	54	32.7
5.9	37.4	53.9	32.8
5.2	37.3	53.8	32.9
6.1	37.2	53.7	32.8
5.8	37.3	53.8	32.9
5.9	37.2	53.4	32.8
6	37.1	53.2	32.9
5.9	37	53.1	33
6	37.1	53	33.1
5.9	37	52.8	33.2
6	36.9	52.7	33.3
5.9	37	52.6	33.4
6	37.1	52.5	33.5
6.1	37.4	52.4	33.4
6.3	37.5	52.1	33.3
6.5	37.6	52	33.4
6.6	37.5	52.1	33.3
6.7	37.3	52	33.4
6.8	37.2	51.9	33.3
6.9	37.1	51.8	33.4
7	37.2	51.6	33.5
7.1	37.4	51.5	33.4
7.2	37.5	51.4	33.5
7.3	37.6	51.3	33.4
7.4	37.8	51.2	33.5
7.5	38.1	51.3	33.4
7.6	38.2	51.2	33.3
7.5	38.4	51.1	33.4
7.6	38.5	51	33.3
7.7	38.6	50.9	33.2
7.6	38.7	50.7	33.1
7.7	38.8	50.6	33.2
7.8	38.7	50.5	33.1
7.9	38.8	50.4	33.2
8	38.6	50.3	33.3
8.1	38.2	50.2	33.2
8.3	38.1	50.1	33.3
8.4	38.4	50	33.4
8.5	38.8	49.9	33.5
8.7	39.1	49.8	33.4
8.8	39.2	49.7	33.3
8.9	39.3	49.6	33.4
9	38.9	49.5	33.3
9.1	38.8	49.4	33.4
9.3	38.9	49.3	33.3
9.4	38.8	49.2	33.4
9.5	38.5	49.1	33.3
9.6	38	49	33.2
9.7	37.7	48.9	33
9.8	37.6	48.8	32.9
9.9	37.7	48.7	33
10	37.6	48.6	32.8
10.1	37.4	48.5	32.9
10.3	37.2	48.4	32.8
10.4	37	48.3	32.7
10.5	36.8	48.2	32.8
10.6	36.9	48.1	32.7
10.7	36.8	48	32.9
10.8	36.7	47.9	33
10.9	36.6	47.8	33.1
11.1	36.5	47.7	33
11.3	36.4	47.6	32.9
11.4	36.5	47.5	32.7
11.5	36.4	47.4	32.6
11.6	36.6	47.2	32.7
11.7	36.8	47.1	32.8
11.8	37.2	47	32.9
11.9	37.5	46.9	32.8
11.8	37.7	46.6	32.9
11.9	38	46.5	33
12	38.2	46.6	32.9
12.1	38.1	46.5	33
12	37.7	46.4	32.8
12.1	37.4	46.3	32.7
12.2	37.2	46.2	32.6
12.3	36.9	46.1	32.4
12.2	36.8	46	32.3
12.3	36.7	45.9	32.2
12.2	36.6	45.8	32.1
12.1	36.5	45.7	32.2
12.2	36.4	45.6	32.3
12.1	36.5	45.5	32.4
12.2	36.4	45.4	32.3
12.1	36.5	45.3	32.4
12.2	36.3	45.2	32.3
12.1	36.1	45.1	32.4
12.2	36	45	32.5
12.1	35.9	44.9	32.6
12	35.7	44.8	32.5
12.1	35.6	44.7	32.6
12	35.5	44.6	32.7
11.9	35.4	44.5	32.6
12	35.3	44.6	32.7
11.9	35.2	44.5	32.8
11.8	35.1	44.4	32.9
11.7	35	44.3	33
11.6	34.8	44.2	33.1
11.5	34.7	44.1	33.2
11.4	34.6	44	33.3
11.3	34.5	43.9	33.4
11.2	34.4	43.7	33.5
11.1	34.2	43.6	33.6
10.9	34.1	43.5	33.7
10.8	33.9	43.4	33.8
10.7	33.8	43.3	33.9
10.6	33.7	43.2	34
10.5	33.6	43.1	33.9
10.3	33.7	43	34
10.2	33.6	42.9	33.9
10.3	33.7	42.8	33.8
10.2	33.6	42.7	33.7
10.1	33.5	42.6	33.6
10.2	33.4	42.5	33.5
10.3	33.3	42.4	33.6
10.4	33.2	42.3	33.5
10.5	33.1	42.2	33.6
10.6	33.2	42.1	33.7
10.5	33.3	42	33.6
10.7	33.2	41.9	33.5
10.8	33.1	41.8	33.4
10.9	33	41.7	33.3
11	32.8	41.5	33.4
11.1	32.7	41.4	33.3
11.2	32.6	41.3	33.4
11.3	32.5	41	33.5
11.4	32.3	40.9	33.6
11.5	32.2	40.8	33.7
11.6	32.1	40.7	33.8
11.7	32	40.6	33.9
11.8	31.9	40.5	34
11.9	31.8	40.6	34.1
12	31.7	40.5	34
12.1	31.6	40.4	33.9
12.2	31.5	40.3	33.8
12.3	31.4	40.2	33.6
12.5	31.3	40.1	33.8
12.6	31.2	40	33.9
12.7	31.1	39.9	33.8
12.8	31	39.8	33.7
12.7	30.9	39.7	33.5
12.8	30.8	39.6	33.6
12.9	30.7	39.5	33.5
13	30.8	39.4	33.4
12.9	30.9	39.3	33.3
12.8	31	39.2	33.2
12.9	31.1	39.1	33.1
13	31.2	39	33.2
13.1	31.3	38.9	33.3
13.2	31.4	38.8	33.5
13.1	31.3	38.7	33.6
13	31.4	38.6	33.4
13.1	31.5	38.5	33.3
13	31.6	38.4	33.2
13.1	31.7	38.3	33.1
13	31.8	38.4	33
12.9	32.1	38.3	32.9
13	32.4	38.2	32.8
12.9	32.8	38.1	32.7
12.8	33.1	38	32.8
